Event_ID,Date,Ticker_or_Topic,News_Snippet,Source_URL,Market_Session
R013,2025-10-22,GLOBAL_MARKETS,Global markets slip as earnings optimism fades and gold prices weaken,https://www.reuters.com/world/china/global-markets-wrapup-1-2025-10-22/,T
R018,2025-10-22,GOLD_MARKET,Gold prices extend declines as investors assess earnings and inflation outlook,https://www.reuters.com/business/finance/global-markets-view-usa-2025-10-22/,T
R031,2025-10-22,US_MARKETS,U.S. stocks close mixed as earnings lift some sectors while others lag,https://www.reuters.com/business/wall-st-futures-pause-earnings-season-gains-momentum-2025-10-21/,T
C_24_02,2024-10-23,TSLA,"Tesla Q3 Revenue $25.18B (Missed estimates of $25.37B). BUT, EPS smashed expectations ($0.72 vs $0.58) and gross margins surged to 19.8%. Musk forecasted 20-30% volume growth for 2025. (Signal: Revenue Miss but Profit Boom)",https://ir.tesla.com/press-release/tesla-releases-third-quarter-2024-financial-results,T+1
C_24_34,2024-10-23,BA,Boeing Q3 reported $6B loss. Workers rejected contract offer (strike continued). CEO Ortberg outlined 'fundamental culture change' needed. (Signal: Crisis Mode),https://investors.boeing.com/investors/financial-reports/quarterly-results/default.aspx,T
R004,2025-10-23,US_MARKETS,U.S. stocks rise on mixed earnings and geopolitical news despite IBM shares falling,https://www.reuters.com/business/wall-street-futures-subdued-after-tesla-ibm-results-2025-10-23/,T
R026,2025-10-23,BANKINTER,"Bankinter trims net interest income outlook as lower rates bite, partially offset by fee growth",https://www.reuters.com/business/finance/bankinter-trims-guidance-2025-net-interest-income-outlook-2025-10-23/,T
C_24_17,2024-10-24,IBM,"IBM Q3 Revenue missed estimates ($14.9B vs $15.0B) due to consulting weakness. HOWEVER, AI book of business grew to $3B. Stock fell 6%. (Signal: Miss but AI Silver Lining)",https://www.ibm.com/investor/events/earnings-3q24,T+1
C_24_29,2024-10-24,UPS,UPS Q3 Revenue beat estimates for first time in 2 years. Profit rose. Signals freight recession might be bottoming. FedEx had missed earlier. (Signal: Turnaround Signal),https://investors.ups.com/news-events/press-releases/detail/2157/ups-releases-3q-2024-earnings,T
R022,2025-10-28,TEMENOS,"Temenos raises outlook after profit beat, but leadership uncertainty weighs on shares",https://www.reuters.com/business/temenos-raises-guidance-q3-profit-beats-market-expectations-2025-10-28/,T+1
C_24_06,2024-10-29,AMD,"AMD Q3 Revenue beat slightly. Data Center revenue doubled. HOWEVER, Q4 revenue guidance ($7.5B) was merely in-line, failing to meet the sky-high expectations for AI chip market share capture. (Signal: Beat but Guidance 'Boring')",https://ir.amd.com/news-events/press-releases/detail/1224/amd-reports-third-quarter-2024-financial-results,T+1
C_24_08,2024-10-29,GOOGL,Alphabet Q3 Revenue $88.3B (Beat). Cloud revenue soared 35% to $11.4B. Operating margins expanded. A strong validation of AI investment returns. (Signal: Strong Beat),https://abc.xyz/investor/earnings/2024/Q3_google_earnings/,T+1
C_24_04,2024-10-30,MSFT,"Microsoft Q1 Revenue $65.6B (Beat). Azure grew 33%. BUT, CFO warned that Azure growth would decelerate in Q2 due to supply constraints, overshadowing the beat. (Signal: Beat but Deceleration Warning)",https://www.microsoft.com/en-us/investor/earnings/fy-2025-q1/press-release-webcast,T+1
C_24_05,2024-10-30,META,"Meta Q3 Revenue $40.6B (Beat). BUT, Daily Active Users (DAU) missed slightly. Zuckerberg warned of 'significant capital expenditure growth' for AI in 2025, reigniting spending fears. (Signal: Beat but Capex Fear)",https://investor.fb.com/investor-news/press-release-details/2024/Meta-Reports-Third-Quarter-2024-Results/default.aspx,T+1
C_24_09,2024-10-30,SMCI,"Super Micro Computer auditor (EY) resigned, stating they could 'no longer rely on management's representations'. Stock plunged 33%. This contradicted previous management reassurances. (Signal: Governance Shock)",https://www.cnbc.com/2024/10/30/super-micro-auditor-resigns-shares-tank.html,T
M_24_41,2024-10-30,GDP,US Q3 GDP Advance Estimate +2.8% (Missed 3.0%). Consumer spending +3.7% (Strong). Core PCE inflation 2.2%. 'Soft Landing' narrative intact. (Signal: Missed Headline / Strong Guts),https://www.bea.gov/news/2024/gross-domestic-product-third-quarter-2024-advance-estimate,T
C_24_03,2024-10-31,AAPL,"Apple Q4 Revenue $94.9B (Beat). iPhone 16 sales grew. HOWEVER, Net Income slumped due to a one-time $10B EU tax charge. Service revenue growth missed expectations slightly. (Signal: Top Line Beat but Bottom Line Hit)",https://www.apple.com/newsroom/2024/10/apple-reports-fourth-quarter-results/,T+1
C_24_07,2024-10-31,AMZN,"Amazon Q3 Earnings crushed estimates. Operating Income $17.4B (vs $14.7B exp). AWS growth accelerated to 19%. This was a 'Clean Beat', contrasting with MSFT/META's spending warnings. (Signal: Clean Beat (Contrast Signal))",https://ir.aboutamazon.com/news-release/news-release-details/2024/Amazon.com-Announces-Third-Quarter-Results/,T+1
R005,2025-10-31,US_MARKETS,"Stocks rally ahead of a heavy earnings week, though concerns over Fed policy and AI valuations persist",https://www.reuters.com/business/wall-st-week-ahead-resilient-stocks-rally-faces-earnings-wave-after-ai-fed-2025-10-31/,T
M_24_36,2024-11-01,Jobs_Oct,US Oct Non-Farm Payrolls +12k (Huge Miss vs 100k+ exp). Unemployment 4.1%. BLS cited hurricanes and Boeing strike as distortions. Market ignored the miss. (Signal: Bad Data / Good Excuse),https://www.bls.gov/news.release/archives/empsit_11012024.htm,T
C_24_13,2024-11-04,PLTR,Palantir Q3 Revenue beat and raised full-year guidance. US Commercial revenue +54%. Cited 'insatiable' AI demand. Valuation concerns ignored by market. (Signal: Beat and Raise),https://investors.palantir.com/news-details/2024/Palantir-Reports-Revenue-Growth-of-30-Year-Over-Year-for-the-Third-Quarter,T+1
R023,2025-11-04,TRI,"Thomson Reuters reports higher revenue and reaffirms guidance, but shares lag the broader market",https://www.reuters.com/business/thomson-reuters-reports-higher-third-quarter-revenue-2025-11-04/,T
C_24_35,2024-11-05,INTC,"(Late Reaction) Intel ejected from Dow Jones Industrial Average, replaced by Nvidia. Marks symbolic end of an era. Stock sentiment hit all-time low. (Signal: Index Rebalancing Shock)",https://www.cnbc.com/2024/11/01/nvidia-to-replace-intel-in-dow-jones-industrial-average.html,T
M_24_42,2024-11-06,Election,"Donald Trump wins US Presidency. S&P 500 futures surged. 'Trump Trade' (Banks, Crypto, Small Caps) rallied. Renewables fell. (Signal: Political Shock (Bullish))",https://www.cnbc.com/2024/11/06/stock-market-today-live-updates.html,T
R006,2025-11-06,TECH_SECTOR,U.S. stocks close lower as technology shares sell off amid economic uncertainty,https://www.reuters.com/business/wall-st-futures-subdued-qualcomm-dips-focus-economic-data-2025-11-06/,T
C_24_19,2024-11-07,ABNB,"Airbnb Q3 Revenue beat slightly. BUT Q4 guidance was soft, warning of shorter booking windows and weaker US demand. (Signal: Beat but Soft Outlook)",https://investors.airbnb.com/financials/quarterly-results/default.aspx,T+1
M_24_40,2024-11-07,FOMC,Fed cuts rates by 25bps to 4.50-4.75%. Powell says election result has 'no effect' on near-term decisions. Language on inflation confidence slightly softened. (Signal: Dovish Cut),https://www.federalreserve.gov/newsevents/pressreleases/monetary20241107a.htm,T
R027,2025-11-07,DTG,Daimler Truck posts sharp profit drop but beats operating profit expectations and maintains guidance,https://www.reuters.com/business/daimler-truck-posts-40-drop-quarterly-profit-keeps-annual-forecasts-2025-11-07/,T+1
R014,2025-11-08,US_MARKETS,Wall Street ends higher as solid earnings offset weak jobs data and tariff uncertainty,https://www.reuters.com/business/sp-500-nasdaq-futures-slip-valuation-concerns-linger-2025-11-05/,T
C_24_12,2024-11-12,SHOP,"Shopify Q3 Revenue surged 26% (Beat). Operating income doubled. Management gave bullish holiday guidance, defying the 'weak consumer' narrative. (Signal: Macro-Defying Beat)",https://investors.shopify.com/news/news-details/2024/Shopify-Announces-Third-Quarter-2024-Financial-Results/default.aspx,T
C_24_24,2024-11-13,CSCO,Cisco Q1 Earnings beat. Revenue dropped 6% YoY but less than feared. AI orders exceeded $300M. Raised full-year guidance. (Signal: Less Bad than Feared),https://investor.cisco.com/events/event-details/2024/Q1-FY25-Cisco-Earnings-Conference-Call/default.aspx,T+1
M_24_38,2024-11-13,CPI_Oct,US Oct CPI 2.6% YoY (Met expectations). Core CPI 3.3%. Inflation progress stalled. Traders trimmed bets on aggressive 2025 cuts. (Signal: Sticky Inflation),https://www.bls.gov/news.release/archives/cpi_11132024.htm,T
R035,2025-11-13,ALLIANZ,"Allianz raises earnings guidance after strong performance, though timing of reports weighs on sentiment",https://www.reuters.com/business/allianz-ups-2025-guidance-after-strong-nine-month-performance-2025-11-13/,T
C_24_16,2024-11-14,DIS,"Disney Q4 Earnings beat. Streaming business profitable. BUT, Parks (Experiences) revenue declined 6% internationally. CFO warned of modest growth in 2025. (Signal: Streaming Good / Parks Bad)",https://thewaltdisneycompany.com/disney-earnings-q4-2024/,T
M_24_43,2024-11-14,PPI,US Oct PPI rose 0.2% (Met exp). But services inflation showed stickiness. Bond yields rose as market feared Fed might pause cuts. (Signal: Hidden Inflation Heat),https://www.bls.gov/news.release/ppi.nr0.htm,T
M_24_45,2024-11-15,Retail,US Oct Retail Sales +0.4% (Beat). Control group weaker. Suggests consumer is selective but not breaking. (Signal: Consumer Resilience),https://www.census.gov/retail/sales.html,T
R007,2025-11-17,US_LABOR,White House adviser says jobs data send mixed labor market signals despite solid output,https://www.reuters.com/business/white-house-adviser-hassett-says-there-have-been-mixed-signals-job-market-2025-11-17/,T
R020,2025-11-17,FED_POLICY,Federal Reserve policymakers split on how to interpret mixed labor market signals,https://www.reuters.com/business/us-job-growth-beats-expectations-september-unemployment-rate-rises-44-2025-11-20/,T
C_24_26,2024-11-19,WMT,Walmart Q3 Earnings beat. Raised full-year outlook. US comparable sales +5.3%. E-commerce +27%. Signals strong consumer spending despite inflation. (Signal: Strong Consumer Signal),https://stock.walmart.com/financials/quarterly-results/default.aspx,T
C_24_01,2024-11-20,NVDA,"Nvidia Q3 Revenue $35.1B (Beat estimates). Data Center grew 112%. HOWEVER, Q4 guidance of $37.5B, while beating consensus, missed the 'whisper numbers' ($38B+) of aggressive traders. Margins dipped slightly due to Blackwell ramp-up. (Signal: Beat but Guidance 'Disappointed')",https://nvidianews.nvidia.com/news/nvidia-announces-financial-results-for-third-quarter-fiscal-2025,T+1
C_24_27,2024-11-20,TGT,Target Q3 Earnings missed significantly (EPS $1.85 vs $2.30). Cut full-year guidance. Cited supply chain costs and weak discretionary spending. Stock crashed 20%. (Signal: Disaster (Contrast to Walmart)),https://corporate.target.com/investors/quarterly-earnings,T
R008,2025-11-20,US_JOBS,"U.S. job growth accelerates while unemployment rate rises, complicating the Fed outlook",https://www.reuters.com/business/us-job-growth-beats-expectations-september-unemployment-rate-rises-44-2025-11-20/,T
R015,2025-11-20,GLOBAL_MARKETS,Global stocks trade mixed as auto sector gains contrast with weaker tech earnings,https://www.reuters.com/world/china/global-markets-wrapup-1-pix-2025-11-20/,T
R032,2025-11-20,NVDA,Nvidia earnings beat expectations but mixed investor reaction fuels broader market unease,https://www.reuters.com/markets/us/nvidia-beat-may-yet-stir-fear-street-2025-11-20/,T+1
C_24_10,2024-11-26,DELL,Dell Q3 Revenue $24.4B (Missed estimates). AI server shipments were strong ($2.9B) BUT traditional PC business lagged significantly. Guidance was also light. (Signal: AI Growth but Legacy Drag),https://investors.delltechnologies.com/news-releases/news-release-details/dell-technologies-reports-third-quarter-fiscal-2025-financial,T+1
C_24_32,2024-11-26,CRWD,CrowdStrike Q3 Earnings beat. Raised guidance. Revenue +29%. Confirmed full recovery from July IT outage. Stock rose. (Signal: Recovery Confirmed),https://ir.crowdstrike.com/news-releases/news-release-details/crowdstrike-reports-third-quarter-fiscal-year-2025-financial,T+1
M_24_47,2024-11-26,FOMC_Mins,Fed Minutes from Nov meeting showed officials favored gradual cuts but were open to pausing if inflation stalled. 'Gradualism' emphasized. (Signal: Hawkish Tilt),https://www.federalreserve.gov/monetarypolicy/fomcminutes20241107.htm,T
M_24_50,2024-12-02,BlackFriday,Cyber Monday / Black Friday sales hit record $13.3B (+7%). Mobile shopping dominated. Adobe Analytics data confirmed consumer spending power. (Signal: Retail Strength),https://news.adobe.com/news/news-details/2024/Adobe-Cyber-Monday-Surges-to-13.3-Billion-in-Online-Spend/default.aspx,T
C_24_25,2024-12-04,CRM,Salesforce Q3 Earnings beat ($2.41 vs $2.26). Revenue beat. BUT Q4 revenue guidance was light. Agentforce AI platform is launching but monetization is early stage. (Signal: Beat but Slow Guide),https://investor.salesforce.com/financials/default.aspx,T+1
C_24_15,2024-12-05,LULU,Lululemon Q3 Earnings beat estimates. BUT revenue growth slowed to 9% (lowest in years) and Americas growth was flat. Guidance cautious. (Signal: Beat but Growth Stalling),https://corporate.lululemon.com/media/press-releases/2024/12-05-2024-210515152,T+1
M_24_37,2024-12-06,Jobs_Nov,US Nov Non-Farm Payrolls +227k (Beat). Unemployment 4.2%. Confirmed Oct was a fluke. Wages grew 4.0% YoY. (Signal: Strong Rebound),https://www.bls.gov/news.release/empsit.nr0.htm,T
C_24_31,2024-12-10,ORCL,Oracle Q2 Earnings missed revenue estimates slightly. Cloud growth +25% (strong but slowing). Stock fell 8% despite partnership announcements. (Signal: Cloud Slowdown Fear),https://investor.oracle.com/investor-news/default.aspx,T+1
R025,2025-12-10,FOMC_RATE,"Stocks rise after Fed cuts rates as expected, though Powell signals caution on future easing",https://www.reuters.com/business/view-divided-fed-cuts-rates-expected-sees-only-one-reduction-2026-2025-12-10/,T
M_24_39,2024-12-11,CPI_Nov,US Nov CPI 2.7% YoY. Core CPI 3.3%. Inflation remains stubborn. Fed expected to cut in Dec but signal 'skip' for Jan. (Signal: Inflation Plateau),https://www.bls.gov/news.release/cpi.nr0.htm,T
R033,2025-12-12,US_MARKETS_COMMENTARY,Commentary questions reliability of corporate earnings 'beats' amid data inconsistencies,https://www.reuters.com/markets/us/wall-street-beats-are-more-show-than-science-fridson-2025-12-12/,T
R024,2025-12-15,US_MARKETS,U.S. markets rotate as tech stocks fall sharply while easing yields lift other sectors,https://www.reuters.com/business/finance/global-markets-view-usa-2025-12-15/,T
R028,2025-12-15,IRON_ORE_MARKET,"China presses miners for better iron ore contracts, but supply expansion limits impact",https://www.reuters.com/world/china/inside-beijings-bid-tame-global-iron-ore-market-2025-12-28/,T+1
R037,2025-12-15,AI_ECONOMY,Businesses struggle to realize near-term gains from AI investments despite long-term optimism,https://www.reuters.com/business/business-leaders-agree-ai-is-future-they-just-wish-it-worked-right-now-2025-12-16/,T
R009,2025-12-16,US_JOBS,U.S. job growth rebounds in November but unemployment remains elevated after shutdown distortions,https://www.reuters.com/sustainability/sustainable-finance-reporting/us-job-growth-beats-expectations-november-unemployment-rate-46-2025-12-16/,T
R011,2025-12-16,US_UNEMPLOYMENT,"Unemployment reaches a four-year high despite continued job gains, highlighting labor market contradictions",https://www.ft.com/content/17a1674d-0e6b-4e9b-9c0d-82de5887be15,T
R030,2025-12-17,US_LABOR,"U.S. labor data shows slowing hiring and rising unemployment, complicating policy signals",https://www.reuters.com/markets/econ-world/move-over-r-star-puzzling-us-jobs-data-shines-light-u-star-2025-12-17/,T
M_24_48,2024-12-18,Fed_Speaker,(Hypothetical based on trend) Fed official Waller signals 'skip' for January meeting citing sticky CPI. Market odds for Jan cut drop. (Signal: Fed Speak / Guidance),https://www.federalreserve.gov/newsevents/speeches.htm,T
C_24_33,2024-12-19,MU,Micron Q1 Earnings beat. Forecasted strong Q2 revenue driven by AI memory (HBM) demand. Stock rose. (Signal: AI Memory Boom),https://investors.micron.com/events/event-details/micron-fq1-2025-earnings-call,T+1
R016,2025-12-24,US_MARKETS_OUTLOOK,"U.S. stocks seen driven by AI investment and earnings growth, though geopolitical risks remain",https://www.reuters.com/business/ai-spending-strong-corporate-profits-fed-rate-cuts-seen-key-2026-stock-market-2025-12-24/,T+1
R038,2025-12-29,GLOBAL_MARKETS_RECAP,Year-end review highlights tariff disruptions and mixed currency returns across markets,https://www.reuters.com/markets/us/global-markets-retrospective-roi-column-pix-graphics-2025-12-29/,T+1
Auto_11,2025-12-30,US Stock Market,U.S. Stocks Defy ‘Sell America’ Warnings and Are Ending 2025 Near Record Highs - The Wall Street Journal (The Wall Street Journal),https://news.google.com/rss/articles/CBMivgNBVV95cUxNYzJhaV9uVEhndGttcTJvYVdURmxiRDFzRTAwa1JUdWJxQXdweUlEWG9Ib0FoaThxcW41ald4ZmFvU3FhZldKZ2I3UENnSGpvRnNGUS1MZi01aWtYOGplUEk5a05Iald4eUdFaGNqVjlObHZLcnZqM1NOQmZuR3JuWG5PNHN5RmhPcUJIVlh1cUhCMFAtTmh0TXJOdTlqbzk1SVZZQkRLOW5Za2x1eGg0MW1uSGxFYWNIZ3I1Y1B0RUFlSF91R1V5cThTUlk3RVh1MTdOb2tNWExOenV4SVJudkZYNlI4d0FkT0tfM3hBN1o0dzVlWndZRE9HWEFzMU9XODlxUDNUTHdmekZLekEwdVl5b25RMjItdlBNbXlZVm9IZ2dKVWE0T2J2SjdkQlptazYzWlNaQWFpRnE0Y1ZNdUZGZU8tYmJwRkpHVlk2Z2p1QjZZUUR5WU5idW1DeUlGMDFRMktHRHhyT0dLaVk1RTh4R040SHdyNmVFS09vSEZxbGVGdmlvYS1HMmt0dGIwTG5Qd1JtWlNKYXpZU0E1bUlQdW9Rb0xKa3RfUVJkNGRpQlh0RHNPUF9MU0FpZw?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_14,2025-12-30,US Stock Market,S&P 500 posts third consecutive losing day as year-end approaches: Live updates - CNBC (CNBC),https://news.google.com/rss/articles/CBMid0FVX3lxTFBucm5qTEh0eEhiVVhMTHJxU2lEZmtYcVVxajVLTGk2SE9KUXc3ZmJpMjlBLWNTaUpQQ1c3QXRDN1I3VVdpUENSN00tMTd2Q1k1dV8yaEpMWmhIS3hDcThNNUlCdTVTbVNVZmFNT3NVcTM0cnA5SjFr0gF8QVVfeXFMTW85REc0cDQ0Wm4yeGs1ZUdCWVhPNGhvLWxaZmJHalpkdlZjQkJFZEZFY1VnQ0xMRUNEam5MUnNVNFdLRmJkOTEtNC1pbDQ4czhLWURIeGwyZDY4cXdncjNsa3hHd1doNXJ5aGI0UGNKczZmdkFqU1pLQ2FrRg?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_19,2025-12-30,US Stock Market,"'We're pretty upbeat': Stock market experts expect continued growth, bolstered by AI, in 2026 - CNBC (CNBC)",https://news.google.com/rss/articles/CBMiwgFBVV95cUxQS2g4U1JPWHVuRnAtQjd4dGtQUGROcjZjNkZlaVE3Vm41dDVWWUdVRDlhU2ZKbi11d2taVnFnc0tLM0VaN2sxTUJOZ2FzSXA5VVRjSHdEUzh0dkpFWDlXWlA0cUFBbEsxcGRTYldlQzNDZDFQbEdLZWFBbnlVOW15Q1FQcVREZmxOZGozZ2NfT0ZiOC1Kb1FHQ3JFa0VHUFFNX3o3WGRuYWp4akFPS01kYlRMQzdEZGhiaXJwX2Z4V3gyZ9IBxwFBVV95cUxNdWRtLVRsbmgzQzNMMlhlb2FQUjFXRkxsTVZmM2cxTkR1aXUtWmVjN3F5Q1FpQU5zVGJzUkk3dDlQanphc1V6M1UwSkd3bnNESi1VWldGQlpoVmJET3NVZWRIQnN3dlRfMlJKU21fNlZEaU0wN0M3Sjkza0ZGRTdRMzZUbkw3OEd3NENpc3hxbzNrVFRZVlVJMzhSdGVuYjRyUXFfNUpfbjliX3RyVm5PNjhXQk1qQ01NeTA3NXFGaF92V3llRGg0?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_22,2025-12-30,US Stock Market,"Stock Market News, Dec. 30, 2025: Dow, S&P 500 and Nasdaq close lower for three consecutive days, gold and silver continue rally - MarketWatch (MarketWatch)",https://news.google.com/rss/articles/CBMipANBVV95cUxPMHpTRGdVSV9ZM1dCRF9ndElyT3h6UUpwakVfWHB6UFhXem96MFUxdXowdm9WSXR3aEM4LXB2X2RHNmpMUEpqMTM3NXlvYzdrNUwzMTBHOGc5WkFaU1NxUEd1d3lMVlBFcF9Nc0ZkTkxrYjVYNHNhYWxNdXZnb3p5aUFyTE5LZnlhQl9xdU9IeW5WNXlhR2JZclp4N0tlcC0tUnFHdmJsZHpRN3NzWFlrcmhRRmloczRublpkNXdNWWJleG5kaTV2MDNQS3VrOTRVY0Jtc2dLRUZVOEJIZi1OYXBRYm04Mll0NGl6OTdDbVhSbEswQ3dKMnhiVnhIRHZuZEU4MmNzWEVrZHZoVGVKbERKbVNxTHc1Y2Vma3hGWG80MnRMdy1aUjYySnRjYVdmRkdkcHpDTk1KbjQ0aDVHdU5DU0pnLTVfeGpVSnEzZjFaRUxLTFBhNm1MekNSR0FjejF4WF9JYUlLenROWkJoWWF3OUpXZHRWa0ktQk9kYzBaZGZIODRtOUd2bmFiVk1JMmlfVjBlRml5TG5Dc3lqcDhXajY?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_25,2025-12-30,US Stock Market,"S&P 500, Nasdaq end slightly down in holiday-thin trade, Meta gains on deal - Reuters (Reuters)",https://news.google.com/rss/articles/CBMisAFBVV95cUxNelVKblQ5WHBIVjJRQk1odmVQMTd0amhaTEd2dW9aTWF2U21jZzNUcnFmNmE1Y1d2YzNlNW0teXRndkxUOWZlN1VCQ1VaN0ZLc29QTTZ5RDBTdzhIWmZUUkx4Qi1ZbEZWcW51YkxyNmtfTWFFWkZFMVprWEFIS3p1SEtBbzB1d3J6WmVBci01Vjh6aVFaX29KVWNRck02aTVtLWF6QnBPaDNHOWRzVlFMbg?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_31,2025-12-30,Federal Reserve,Federal Reserve minutes highlight deep fissures at US central bank - Financial Times (Financial Times),https://news.google.com/rss/articles/CBMicEFVX3lxTFBGc0ZUSEc4bGNzTjhfeTVpWjhVMEM5YjgteUxldVI1Nm1qZjVPRER4UUlXM2dwSFNIaF9Ua25HT1BqWGpoTDZLNFBKZUxhcnJPaXEyT2dLNldLNHlfRi1MZnRzTDZZNDk1REJjTEl5MUt20gF0QVVfeXFMTXk1b08wQ2V5bDJ6d1lzVkdJblB1ZEdlM0l3RWpQZHFpWEdPcjFudmZqRThHSEl5ZlF3aUo5V1I5SndnZlM1dnhnQmxXNVhYclg2VkF4a0M4NUVwXzV5RWY4Njh3RWhmSmJEMjRyQ0pEMWl5?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_40,2025-12-30,Federal Reserve,Fed Survey Sees About $220 Billion in Bill Buying Over 12 Months - Bloomberg.com (Bloomberg.com),https://news.google.com/rss/articles/CBMitAFBVV95cUxOaEo1ZEZoa3BxOFZKTm1ZLXhmeEh2OF9adVpRQmozUUFocTBRSnNISlBkc0lwNjc0anhVOWtVUEEydnJPSWt6NjhIWHZianZBY0FhYXMtN0RuVkwzZ2p2YllMY0VURVFmaW9qYkhVS2NOUzlKV3l3Z0Jyc2JhSDB3cUVGT3Z6M09TV0stYkkweTRtV3ItdW5ScHBMZU5xSzNzS0dEVGRReXJzX3F6UmRDanRpMHE?oc=5&hl=en-US&gl=US&ceid=US:en,
